"";"Subject";"Contingency";"Block";"Condition";"SoundID";"Correctness"
"25239";8;13;5;1;8;FALSE
"25260";8;13;6;1;5;TRUE
"25263";8;13;6;1;8;TRUE
"25266";8;13;6;1;6;TRUE
"25269";8;13;6;1;7;TRUE
"25272";8;13;6;1;2;TRUE
"25275";8;13;6;1;4;TRUE
"25296";8;13;7;1;7;TRUE
"25299";8;13;7;1;4;TRUE
"25302";8;13;7;1;1;TRUE
"25305";8;13;7;1;6;FALSE
"25308";8;13;7;1;8;FALSE
"25311";8;13;7;1;5;FALSE
"25336";8;14;1;2;3;NA
"25339";8;14;1;2;8;TRUE
"25342";8;14;1;2;7;TRUE
"25345";8;14;1;2;4;FALSE
"25348";8;14;1;2;5;NA
"25368";8;14;2;2;6;FALSE
"25371";8;14;2;2;1;TRUE
"25374";8;14;2;2;2;FALSE
"25377";8;14;2;2;7;TRUE
"25380";8;14;2;2;3;NA
"25383";8;14;2;2;8;TRUE
"25404";8;14;3;2;3;FALSE
"25407";8;14;3;2;7;TRUE
"25410";8;14;3;2;5;FALSE
"25413";8;14;3;2;8;TRUE
"25416";8;14;3;2;6;TRUE
"25419";8;14;3;2;2;TRUE
"25438";8;14;4;2;4;FALSE
"25441";8;14;4;2;7;FALSE
"25444";8;14;4;2;1;TRUE
"25447";8;14;4;2;2;TRUE
"25450";8;14;4;2;3;FALSE
"25453";8;14;4;2;6;TRUE
"25474";8;14;5;2;1;TRUE
"25477";8;14;5;2;4;FALSE
"25480";8;14;5;2;5;TRUE
"25483";8;14;5;2;7;FALSE
"25486";8;14;5;2;3;FALSE
"25489";8;14;5;2;8;FALSE
"25510";8;14;6;2;5;TRUE
"25513";8;14;6;2;8;TRUE
"25516";8;14;6;2;6;TRUE
"25519";8;14;6;2;7;TRUE
"25522";8;14;6;2;2;TRUE
"25525";8;14;6;2;4;TRUE
"25545";8;14;7;2;7;TRUE
"25548";8;14;7;2;4;TRUE
"25551";8;14;7;2;1;TRUE
"25554";8;14;7;2;6;FALSE
"25557";8;14;7;2;8;TRUE
"25560";8;14;7;2;5;FALSE
"25759";9;1;1;2;5;TRUE
"25762";9;1;1;2;2;FALSE
"25765";9;1;1;2;4;TRUE
"25768";9;1;1;2;1;TRUE
"25791";9;1;2;2;8;FALSE
"25794";9;1;2;2;2;FALSE
"25800";9;1;2;2;5;TRUE
"25803";9;1;2;2;4;FALSE
"25806";9;1;2;2;7;TRUE
"25822";9;1;3;2;5;TRUE
"25825";9;1;3;2;4;TRUE
"25828";9;1;3;2;3;FALSE
"25831";9;1;3;2;1;TRUE
"25834";9;1;3;2;8;TRUE
"25837";9;1;3;2;2;TRUE
"25853";9;1;4;2;4;FALSE
"25856";9;1;4;2;8;FALSE
"25859";9;1;4;2;5;TRUE
"25862";9;1;4;2;3;TRUE
"25865";9;1;4;2;2;FALSE
"25868";9;1;4;2;6;TRUE
"25884";9;1;5;2;8;TRUE
"25887";9;1;5;2;5;TRUE
"25890";9;1;5;2;7;FALSE
"25893";9;1;5;2;4;TRUE
"25896";9;1;5;2;6;FALSE
"25899";9;1;5;2;3;TRUE
"25919";9;1;6;2;7;TRUE
"25922";9;1;6;2;5;FALSE
"25925";9;1;6;2;1;TRUE
"25928";9;1;6;2;4;FALSE
"25931";9;1;6;2;6;TRUE
"25934";9;1;6;2;8;TRUE
"25956";9;1;7;2;5;FALSE
"25959";9;1;7;2;6;TRUE
"25962";9;1;7;2;3;TRUE
"25965";9;1;7;2;4;FALSE
"25968";9;1;7;2;7;FALSE
"25971";9;1;7;2;8;FALSE
"25987";9;2;1;1;2;FALSE
"25990";9;2;1;1;4;TRUE
"26021";9;2;2;1;8;FALSE
"26024";9;2;2;1;2;TRUE
"26033";9;2;2;1;4;TRUE
"26056";9;2;3;1;5;FALSE
"26059";9;2;3;1;4;TRUE
"26062";9;2;3;1;3;TRUE
"26065";9;2;3;1;1;FALSE
"26068";9;2;3;1;8;FALSE
"26071";9;2;3;1;2;TRUE
"26090";9;2;4;1;4;TRUE
"26093";9;2;4;1;8;FALSE
"26096";9;2;4;1;5;TRUE
"26099";9;2;4;1;3;FALSE
"26102";9;2;4;1;2;FALSE
"26105";9;2;4;1;6;TRUE
"26125";9;2;5;1;8;TRUE
"26128";9;2;5;1;5;FALSE
"26131";9;2;5;1;7;TRUE
"26134";9;2;5;1;4;TRUE
"26137";9;2;5;1;6;TRUE
"26140";9;2;5;1;3;TRUE
"26158";9;2;6;1;7;TRUE
"26161";9;2;6;1;5;FALSE
"26164";9;2;6;1;1;TRUE
"26167";9;2;6;1;4;TRUE
"26170";9;2;6;1;6;FALSE
"26173";9;2;6;1;8;FALSE
"26193";9;2;7;1;5;FALSE
"26196";9;2;7;1;6;FALSE
"26199";9;2;7;1;3;FALSE
"26202";9;2;7;1;4;TRUE
"26205";9;2;7;1;7;TRUE
"26208";9;2;7;1;8;FALSE
"26231";9;3;1;2;2;TRUE
"26234";9;3;1;2;4;FALSE
"26237";9;3;1;2;1;FALSE
"26240";9;3;1;2;6;TRUE
"26243";9;3;1;2;8;TRUE
"26265";9;3;2;2;8;TRUE
"26268";9;3;2;2;2;TRUE
"26271";9;3;2;2;6;TRUE
"26277";9;3;2;2;4;FALSE
"26280";9;3;2;2;7;TRUE
"26295";9;3;3;2;4;FALSE
"26298";9;3;3;2;3;TRUE
"26301";9;3;3;2;1;TRUE
"26304";9;3;3;2;8;TRUE
"26307";9;3;3;2;2;TRUE
"26327";9;3;4;2;4;TRUE
"26330";9;3;4;2;8;FALSE
"26333";9;3;4;2;5;TRUE
"26336";9;3;4;2;3;NA
"26339";9;3;4;2;2;TRUE
"26342";9;3;4;2;6;TRUE
"26360";9;3;5;2;8;TRUE
"26363";9;3;5;2;5;FALSE
"26366";9;3;5;2;7;FALSE
"26369";9;3;5;2;4;FALSE
"26372";9;3;5;2;6;TRUE
"26375";9;3;5;2;3;FALSE
"26395";9;3;6;2;7;TRUE
"26398";9;3;6;2;5;FALSE
"26401";9;3;6;2;1;TRUE
"26404";9;3;6;2;4;TRUE
"26407";9;3;6;2;6;TRUE
"26410";9;3;6;2;8;TRUE
"26430";9;3;7;2;5;TRUE
"26433";9;3;7;2;6;FALSE
"26436";9;3;7;2;3;TRUE
"26439";9;3;7;2;4;TRUE
"26442";9;3;7;2;7;FALSE
"26445";9;3;7;2;8;FALSE
"26468";9;4;1;1;2;FALSE
"26471";9;4;1;1;4;TRUE
"26474";9;4;1;1;1;FALSE
"26480";9;4;1;1;8;TRUE
"26503";9;4;2;1;8;TRUE
"26506";9;4;2;1;2;TRUE
"26509";9;4;2;1;6;FALSE
"26512";9;4;2;1;5;FALSE
"26515";9;4;2;1;4;TRUE
"26518";9;4;2;1;7;TRUE
"26540";9;4;3;1;5;TRUE
"26543";9;4;3;1;4;TRUE
"26546";9;4;3;1;3;TRUE
"26549";9;4;3;1;1;FALSE
"26552";9;4;3;1;8;TRUE
"26555";9;4;3;1;2;FALSE
"26575";9;4;4;1;4;TRUE
"26578";9;4;4;1;8;FALSE
"26581";9;4;4;1;5;TRUE
"26584";9;4;4;1;3;TRUE
"26587";9;4;4;1;2;TRUE
"26590";9;4;4;1;6;FALSE
"26611";9;4;5;1;8;FALSE
"26614";9;4;5;1;5;FALSE
"26617";9;4;5;1;7;FALSE
"26620";9;4;5;1;4;TRUE
"26623";9;4;5;1;6;TRUE
"26626";9;4;5;1;3;TRUE
"26647";9;4;6;1;7;FALSE
"26650";9;4;6;1;5;FALSE
"26653";9;4;6;1;1;FALSE
"26656";9;4;6;1;4;FALSE
"26659";9;4;6;1;6;FALSE
"26662";9;4;6;1;8;TRUE
"26683";9;4;7;1;5;TRUE
"26686";9;4;7;1;6;TRUE
"26689";9;4;7;1;3;TRUE
"26692";9;4;7;1;4;TRUE
"26695";9;4;7;1;7;FALSE
"26698";9;4;7;1;8;TRUE
"26721";9;5;1;2;2;FALSE
"26724";9;5;1;2;4;TRUE
"26727";9;5;1;2;1;TRUE
"26733";9;5;1;2;8;TRUE
"26754";9;5;2;2;8;TRUE
"26757";9;5;2;2;2;TRUE
"26763";9;5;2;2;5;FALSE
"26766";9;5;2;2;4;TRUE
"26792";9;5;3;2;5;FALSE
"26795";9;5;3;2;4;TRUE
"26798";9;5;3;2;3;TRUE
"26801";9;5;3;2;1;TRUE
"26804";9;5;3;2;8;TRUE
"26807";9;5;3;2;2;TRUE
"26827";9;5;4;2;4;TRUE
"26830";9;5;4;2;8;TRUE
"26833";9;5;4;2;5;FALSE
"26836";9;5;4;2;3;TRUE
"26839";9;5;4;2;2;FALSE
"26842";9;5;4;2;6;FALSE
"26863";9;5;5;2;8;TRUE
"26866";9;5;5;2;5;TRUE
"26869";9;5;5;2;7;TRUE
"26872";9;5;5;2;4;FALSE
"26875";9;5;5;2;6;TRUE
"26878";9;5;5;2;3;TRUE
"26900";9;5;6;2;7;TRUE
"26903";9;5;6;2;5;FALSE
"26906";9;5;6;2;1;TRUE
"26909";9;5;6;2;4;TRUE
"26912";9;5;6;2;6;TRUE
"26915";9;5;6;2;8;TRUE
"26936";9;5;7;2;5;TRUE
"26939";9;5;7;2;6;TRUE
"26942";9;5;7;2;3;NA
"26945";9;5;7;2;4;TRUE
"26948";9;5;7;2;7;FALSE
"26951";9;5;7;2;8;TRUE
"26970";9;6;1;1;5;TRUE
"26973";9;6;1;1;2;TRUE
"26976";9;6;1;1;4;FALSE
"26985";9;6;1;1;8;TRUE
"27006";9;6;2;1;8;TRUE
"27009";9;6;2;1;2;TRUE
"27012";9;6;2;1;6;TRUE
"27015";9;6;2;1;5;TRUE
"27018";9;6;2;1;4;FALSE
"27021";9;6;2;1;7;FALSE
"27041";9;6;3;1;5;TRUE
"27044";9;6;3;1;4;FALSE
"27047";9;6;3;1;3;FALSE
"27050";9;6;3;1;1;FALSE
"27053";9;6;3;1;8;FALSE
"27056";9;6;3;1;2;TRUE
"27078";9;6;4;1;4;TRUE
"27081";9;6;4;1;8;TRUE
"27084";9;6;4;1;5;TRUE
"27087";9;6;4;1;3;FALSE
"27090";9;6;4;1;2;TRUE
"27093";9;6;4;1;6;FALSE
"27115";9;6;5;1;8;FALSE
"27118";9;6;5;1;5;TRUE
"27121";9;6;5;1;7;TRUE
"27124";9;6;5;1;4;TRUE
"27127";9;6;5;1;6;TRUE
"27130";9;6;5;1;3;TRUE
"27152";9;6;6;1;7;FALSE
"27155";9;6;6;1;5;FALSE
"27158";9;6;6;1;1;TRUE
"27161";9;6;6;1;4;TRUE
"27164";9;6;6;1;6;TRUE
"27167";9;6;6;1;8;TRUE
"27189";9;6;7;1;5;TRUE
"27192";9;6;7;1;6;TRUE
"27195";9;6;7;1;3;FALSE
"27198";9;6;7;1;4;TRUE
"27201";9;6;7;1;7;FALSE
"27204";9;6;7;1;8;TRUE
"27227";9;7;1;2;5;TRUE
"27230";9;7;1;2;2;FALSE
"27233";9;7;1;2;4;TRUE
"27236";9;7;1;2;1;FALSE
"27239";9;7;1;2;6;TRUE
"27242";9;7;1;2;8;TRUE
"27264";9;7;2;2;8;TRUE
"27267";9;7;2;2;2;TRUE
"27270";9;7;2;2;6;FALSE
"27273";9;7;2;2;5;FALSE
"27276";9;7;2;2;4;FALSE
"27279";9;7;2;2;7;TRUE
"27301";9;7;3;2;5;TRUE
"27304";9;7;3;2;4;TRUE
"27307";9;7;3;2;3;TRUE
"27310";9;7;3;2;1;TRUE
"27313";9;7;3;2;8;NA
"27316";9;7;3;2;2;TRUE
"27338";9;7;4;2;4;FALSE
"27341";9;7;4;2;8;TRUE
"27344";9;7;4;2;5;TRUE
"27347";9;7;4;2;3;FALSE
"27350";9;7;4;2;2;TRUE
"27353";9;7;4;2;6;TRUE
"27374";9;7;5;2;8;TRUE
"27377";9;7;5;2;5;TRUE
"27380";9;7;5;2;7;TRUE
"27383";9;7;5;2;4;TRUE
"27386";9;7;5;2;6;TRUE
"27389";9;7;5;2;3;TRUE
"27407";9;7;6;2;7;TRUE
"27410";9;7;6;2;5;TRUE
"27413";9;7;6;2;1;FALSE
"27416";9;7;6;2;4;TRUE
"27419";9;7;6;2;6;TRUE
"27422";9;7;6;2;8;TRUE
"27442";9;7;7;2;5;FALSE
"27445";9;7;7;2;6;TRUE
"27448";9;7;7;2;3;FALSE
"27451";9;7;7;2;4;TRUE
"27454";9;7;7;2;7;TRUE
"27457";9;7;7;2;8;FALSE
"27480";9;8;1;1;2;FALSE
"27483";9;8;1;1;4;TRUE
"27486";9;8;1;1;1;TRUE
"27515";9;8;2;1;8;TRUE
"27518";9;8;2;1;2;TRUE
"27521";9;8;2;1;6;FALSE
"27524";9;8;2;1;5;TRUE
"27527";9;8;2;1;4;TRUE
"27530";9;8;2;1;7;TRUE
"27553";9;8;3;1;5;TRUE
"27556";9;8;3;1;4;TRUE
"27559";9;8;3;1;3;FALSE
"27562";9;8;3;1;1;TRUE
"27565";9;8;3;1;8;FALSE
"27568";9;8;3;1;2;TRUE
"27592";9;8;4;1;4;TRUE
"27595";9;8;4;1;8;FALSE
"27598";9;8;4;1;5;TRUE
"27601";9;8;4;1;3;FALSE
"27604";9;8;4;1;2;TRUE
"27607";9;8;4;1;6;TRUE
"27631";9;8;5;1;8;TRUE
"27634";9;8;5;1;5;TRUE
"27637";9;8;5;1;7;TRUE
"27640";9;8;5;1;4;TRUE
"27643";9;8;5;1;6;FALSE
"27646";9;8;5;1;3;TRUE
"27667";9;8;6;1;7;FALSE
"27670";9;8;6;1;5;TRUE
"27673";9;8;6;1;1;TRUE
"27676";9;8;6;1;4;FALSE
"27679";9;8;6;1;6;TRUE
"27682";9;8;6;1;8;FALSE
"27704";9;8;7;1;5;TRUE
"27707";9;8;7;1;6;TRUE
"27710";9;8;7;1;3;TRUE
"27713";9;8;7;1;4;TRUE
"27716";9;8;7;1;7;FALSE
"27719";9;8;7;1;8;FALSE
"27741";9;9;1;2;5;FALSE
"27744";9;9;1;2;2;FALSE
"27747";9;9;1;2;4;TRUE
"27750";9;9;1;2;1;FALSE
"27753";9;9;1;2;6;TRUE
"27756";9;9;1;2;8;FALSE
"27780";9;9;2;2;8;TRUE
"27783";9;9;2;2;2;TRUE
"27786";9;9;2;2;6;FALSE
"27789";9;9;2;2;5;FALSE
"27792";9;9;2;2;4;FALSE
"27795";9;9;2;2;7;FALSE
"27819";9;9;3;2;5;TRUE
"27822";9;9;3;2;4;FALSE
"27825";9;9;3;2;3;TRUE
"27828";9;9;3;2;1;TRUE
"27831";9;9;3;2;8;TRUE
"27834";9;9;3;2;2;TRUE
"27856";9;9;4;2;4;TRUE
"27859";9;9;4;2;8;FALSE
"27862";9;9;4;2;5;FALSE
"27865";9;9;4;2;3;TRUE
"27868";9;9;4;2;2;TRUE
"27871";9;9;4;2;6;TRUE
"27894";9;9;5;2;8;FALSE
"27897";9;9;5;2;5;FALSE
"27900";9;9;5;2;7;FALSE
"27903";9;9;5;2;4;TRUE
"27906";9;9;5;2;6;TRUE
"27909";9;9;5;2;3;TRUE
"27928";9;9;6;2;7;TRUE
"27931";9;9;6;2;5;TRUE
"27934";9;9;6;2;1;TRUE
"27937";9;9;6;2;4;FALSE
"27940";9;9;6;2;6;FALSE
"27943";9;9;6;2;8;TRUE
"27966";9;9;7;2;5;TRUE
"27969";9;9;7;2;6;TRUE
"27972";9;9;7;2;3;TRUE
"27975";9;9;7;2;4;FALSE
"27978";9;9;7;2;7;TRUE
"27981";9;9;7;2;8;FALSE
"28004";9;10;1;1;2;TRUE
"28007";9;10;1;1;4;TRUE
"28010";9;10;1;1;1;TRUE
"28041";9;10;2;1;2;TRUE
"28044";9;10;2;1;6;TRUE
"28050";9;10;2;1;4;FALSE
"28053";9;10;2;1;7;TRUE
"28076";9;10;3;1;5;TRUE
"28079";9;10;3;1;4;TRUE
"28082";9;10;3;1;3;TRUE
"28085";9;10;3;1;1;TRUE
"28088";9;10;3;1;8;TRUE
"28091";9;10;3;1;2;TRUE
"28109";9;10;4;1;4;FALSE
"28112";9;10;4;1;8;FALSE
"28115";9;10;4;1;5;FALSE
"28118";9;10;4;1;3;FALSE
"28121";9;10;4;1;2;TRUE
"28124";9;10;4;1;6;FALSE
"28145";9;10;5;1;8;TRUE
"28148";9;10;5;1;5;FALSE
"28151";9;10;5;1;7;TRUE
"28154";9;10;5;1;4;TRUE
"28157";9;10;5;1;6;TRUE
"28160";9;10;5;1;3;TRUE
"28182";9;10;6;1;7;TRUE
"28185";9;10;6;1;5;TRUE
"28188";9;10;6;1;1;TRUE
"28191";9;10;6;1;4;TRUE
"28194";9;10;6;1;6;TRUE
"28197";9;10;6;1;8;FALSE
"28216";9;10;7;1;5;TRUE
"28219";9;10;7;1;6;FALSE
"28222";9;10;7;1;3;FALSE
"28225";9;10;7;1;4;TRUE
"28228";9;10;7;1;7;FALSE
"28231";9;10;7;1;8;TRUE
"28251";9;11;1;2;5;TRUE
"28254";9;11;1;2;2;FALSE
"28257";9;11;1;2;4;TRUE
"28260";9;11;1;2;1;FALSE
"28263";9;11;1;2;6;FALSE
"28266";9;11;1;2;8;TRUE
"28288";9;11;2;2;8;FALSE
"28291";9;11;2;2;2;TRUE
"28294";9;11;2;2;6;FALSE
"28297";9;11;2;2;5;TRUE
"28300";9;11;2;2;4;FALSE
"28303";9;11;2;2;7;FALSE
"28321";9;11;3;2;5;TRUE
"28324";9;11;3;2;4;FALSE
"28327";9;11;3;2;3;FALSE
"28330";9;11;3;2;1;TRUE
"28333";9;11;3;2;8;TRUE
"28336";9;11;3;2;2;TRUE
"28358";9;11;4;2;4;TRUE
"28361";9;11;4;2;8;FALSE
"28364";9;11;4;2;5;TRUE
"28367";9;11;4;2;3;TRUE
"28370";9;11;4;2;2;TRUE
"28373";9;11;4;2;6;FALSE
"28392";9;11;5;2;8;TRUE
"28395";9;11;5;2;5;TRUE
"28398";9;11;5;2;7;TRUE
"28401";9;11;5;2;4;FALSE
"28404";9;11;5;2;6;TRUE
"28407";9;11;5;2;3;FALSE
"28430";9;11;6;2;7;FALSE
"28433";9;11;6;2;5;FALSE
"28436";9;11;6;2;1;FALSE
"28439";9;11;6;2;4;FALSE
"28442";9;11;6;2;6;FALSE
"28445";9;11;6;2;8;TRUE
"28466";9;11;7;2;5;TRUE
"28469";9;11;7;2;6;TRUE
"28472";9;11;7;2;3;FALSE
"28475";9;11;7;2;4;TRUE
"28478";9;11;7;2;7;FALSE
"28481";9;11;7;2;8;FALSE
"28507";9;12;1;1;2;TRUE
"28510";9;12;1;1;4;TRUE
"28513";9;12;1;1;1;TRUE
"28516";9;12;1;1;6;TRUE
"28541";9;12;2;1;8;TRUE
"28544";9;12;2;1;2;TRUE
"28547";9;12;2;1;6;TRUE
"28550";9;12;2;1;5;TRUE
"28553";9;12;2;1;4;FALSE
"28556";9;12;2;1;7;TRUE
"28577";9;12;3;1;5;FALSE
"28580";9;12;3;1;4;FALSE
"28583";9;12;3;1;3;TRUE
"28586";9;12;3;1;1;TRUE
"28589";9;12;3;1;8;TRUE
"28592";9;12;3;1;2;TRUE
"28614";9;12;4;1;4;TRUE
"28617";9;12;4;1;8;FALSE
"28620";9;12;4;1;5;TRUE
"28623";9;12;4;1;3;TRUE
"28626";9;12;4;1;2;FALSE
"28629";9;12;4;1;6;FALSE
"28648";9;12;5;1;8;TRUE
"28651";9;12;5;1;5;FALSE
"28654";9;12;5;1;7;TRUE
"28657";9;12;5;1;4;TRUE
"28660";9;12;5;1;6;FALSE
"28663";9;12;5;1;3;TRUE
"28684";9;12;6;1;7;FALSE
"28687";9;12;6;1;5;FALSE
"28690";9;12;6;1;1;TRUE
"28693";9;12;6;1;4;FALSE
"28696";9;12;6;1;6;FALSE
"28699";9;12;6;1;8;TRUE
"28720";9;12;7;1;5;FALSE
"28723";9;12;7;1;6;TRUE
"28726";9;12;7;1;3;TRUE
"28729";9;12;7;1;4;TRUE
"28732";9;12;7;1;7;FALSE
"28735";9;12;7;1;8;TRUE
"28760";9;13;1;2;2;FALSE
"28763";9;13;1;2;4;TRUE
"28766";9;13;1;2;1;FALSE
"28769";9;13;1;2;6;TRUE
"28791";9;13;2;2;8;FALSE
"28794";9;13;2;2;2;TRUE
"28797";9;13;2;2;6;TRUE
"28800";9;13;2;2;5;TRUE
"28803";9;13;2;2;4;TRUE
"28806";9;13;2;2;7;TRUE
"28828";9;13;3;2;5;TRUE
"28831";9;13;3;2;4;TRUE
"28834";9;13;3;2;3;TRUE
"28837";9;13;3;2;1;FALSE
"28840";9;13;3;2;8;TRUE
"28843";9;13;3;2;2;FALSE
"28865";9;13;4;2;4;TRUE
"28868";9;13;4;2;8;FALSE
"28871";9;13;4;2;5;FALSE
"28874";9;13;4;2;3;FALSE
"28877";9;13;4;2;2;TRUE
"28880";9;13;4;2;6;TRUE
"28901";9;13;5;2;8;FALSE
"28904";9;13;5;2;5;TRUE
"28907";9;13;5;2;7;FALSE
"28910";9;13;5;2;4;TRUE
"28913";9;13;5;2;6;FALSE
"28916";9;13;5;2;3;TRUE
"28938";9;13;6;2;7;TRUE
"28941";9;13;6;2;5;TRUE
"28944";9;13;6;2;1;TRUE
"28947";9;13;6;2;4;FALSE
"28950";9;13;6;2;6;FALSE
"28953";9;13;6;2;8;FALSE
"28974";9;13;7;2;5;FALSE
"28977";9;13;7;2;6;TRUE
"28980";9;13;7;2;3;TRUE
"28983";9;13;7;2;4;TRUE
"28986";9;13;7;2;7;TRUE
"28989";9;13;7;2;8;FALSE
"29013";9;14;1;1;2;TRUE
"29016";9;14;1;1;4;TRUE
"29019";9;14;1;1;1;TRUE
"29022";9;14;1;1;6;TRUE
"29042";9;14;2;1;8;TRUE
"29045";9;14;2;1;2;TRUE
"29048";9;14;2;1;6;FALSE
"29051";9;14;2;1;5;FALSE
"29054";9;14;2;1;4;TRUE
"29057";9;14;2;1;7;FALSE
"29078";9;14;3;1;5;TRUE
"29081";9;14;3;1;4;TRUE
"29084";9;14;3;1;3;TRUE
"29087";9;14;3;1;1;TRUE
"29090";9;14;3;1;8;TRUE
"29093";9;14;3;1;2;TRUE
"29110";9;14;4;1;4;TRUE
"29113";9;14;4;1;8;FALSE
"29116";9;14;4;1;5;TRUE
"29119";9;14;4;1;3;TRUE
"29122";9;14;4;1;2;TRUE
"29125";9;14;4;1;6;TRUE
"29145";9;14;5;1;8;TRUE
"29148";9;14;5;1;5;FALSE
"29151";9;14;5;1;7;TRUE
"29154";9;14;5;1;4;TRUE
"29157";9;14;5;1;6;TRUE
"29160";9;14;5;1;3;FALSE
"29179";9;14;6;1;7;FALSE
"29182";9;14;6;1;5;FALSE
"29185";9;14;6;1;1;TRUE
"29188";9;14;6;1;4;TRUE
"29191";9;14;6;1;6;FALSE
"29194";9;14;6;1;8;TRUE
"29213";9;14;7;1;5;TRUE
"29216";9;14;7;1;6;TRUE
"29219";9;14;7;1;3;FALSE
"29222";9;14;7;1;4;TRUE
"29225";9;14;7;1;7;FALSE
"29228";9;14;7;1;8;FALSE
"29416";10;1;1;1;1;TRUE
"29419";10;1;1;1;2;FALSE
"29422";10;1;1;1;8;TRUE
"29450";10;1;2;1;3;TRUE
"29453";10;1;2;1;1;TRUE
"29456";10;1;2;1;8;FALSE
"29465";10;1;2;1;4;NA
"29482";10;1;3;1;8;TRUE
"29485";10;1;3;1;1;TRUE
"29488";10;1;3;1;3;TRUE
"29491";10;1;3;1;7;FALSE
"29497";10;1;3;1;4;TRUE
"29514";10;1;4;1;6;FALSE
"29517";10;1;4;1;8;TRUE
"29520";10;1;4;1;4;TRUE
"29523";10;1;4;1;2;TRUE
"29526";10;1;4;1;3;TRUE
"29529";10;1;4;1;7;FALSE
"29547";10;1;5;1;6;TRUE
"29550";10;1;5;1;8;FALSE
"29553";10;1;5;1;2;TRUE
"29556";10;1;5;1;4;TRUE
"29559";10;1;5;1;3;TRUE
"29582";10;1;6;1;2;TRUE
"29585";10;1;6;1;3;TRUE
"29588";10;1;6;1;6;FALSE
"29591";10;1;6;1;1;TRUE
"29594";10;1;6;1;8;TRUE
"29616";10;1;7;1;4;TRUE
"29622";10;1;7;1;3;FALSE
"29625";10;1;7;1;8;TRUE
"29628";10;1;7;1;6;FALSE
"29631";10;1;7;1;1;TRUE
"29651";10;2;1;2;1;TRUE
"29654";10;2;1;2;2;TRUE
"29660";10;2;1;2;4;FALSE
"29666";10;2;1;2;6;TRUE
"29683";10;2;2;2;3;TRUE
"29686";10;2;2;2;1;FALSE
"29692";10;2;2;2;7;FALSE
"29698";10;2;2;2;4;TRUE
"29717";10;2;3;2;8;TRUE
"29720";10;2;3;2;1;TRUE
"29723";10;2;3;2;3;TRUE
"29726";10;2;3;2;7;FALSE
"29732";10;2;3;2;4;TRUE
"29752";10;2;4;2;6;TRUE
"29755";10;2;4;2;8;FALSE
"29758";10;2;4;2;4;TRUE
"29761";10;2;4;2;2;TRUE
"29764";10;2;4;2;3;TRUE
"29767";10;2;4;2;7;FALSE
"29784";10;2;5;2;6;FALSE
"29787";10;2;5;2;8;FALSE
"29790";10;2;5;2;2;TRUE
"29793";10;2;5;2;4;TRUE
"29796";10;2;5;2;3;TRUE
"29816";10;2;6;2;2;TRUE
"29819";10;2;6;2;3;TRUE
"29822";10;2;6;2;6;FALSE
"29825";10;2;6;2;1;TRUE
"29828";10;2;6;2;8;TRUE
"29849";10;2;7;2;4;TRUE
"29855";10;2;7;2;3;TRUE
"29858";10;2;7;2;8;TRUE
"29861";10;2;7;2;6;FALSE
"29864";10;2;7;2;1;TRUE
"29882";10;3;1;1;1;TRUE
"29891";10;3;1;1;4;TRUE
"29914";10;3;2;1;3;TRUE
"29917";10;3;2;1;1;TRUE
"29920";10;3;2;1;8;TRUE
"29929";10;3;2;1;4;TRUE
"29951";10;3;3;1;8;TRUE
"29954";10;3;3;1;1;TRUE
"29957";10;3;3;1;3;TRUE
"29963";10;3;3;1;5;TRUE
"29966";10;3;3;1;4;TRUE
"29985";10;3;4;1;6;TRUE
"29988";10;3;4;1;8;TRUE
"29991";10;3;4;1;4;TRUE
"29994";10;3;4;1;2;TRUE
"29997";10;3;4;1;3;TRUE
"30019";10;3;5;1;6;TRUE
"30022";10;3;5;1;8;FALSE
"30025";10;3;5;1;2;TRUE
"30028";10;3;5;1;4;TRUE
"30031";10;3;5;1;3;TRUE
"30034";10;3;5;1;5;TRUE
"30049";10;3;6;1;2;TRUE
"30052";10;3;6;1;3;TRUE
"30055";10;3;6;1;6;TRUE
"30058";10;3;6;1;1;TRUE
"30061";10;3;6;1;8;TRUE
"30064";10;3;6;1;5;FALSE
"30085";10;3;7;1;4;TRUE
"30088";10;3;7;1;5;TRUE
"30091";10;3;7;1;3;TRUE
"30094";10;3;7;1;8;TRUE
"30097";10;3;7;1;6;TRUE
"30100";10;3;7;1;1;TRUE
"30116";10;4;1;2;1;TRUE
"30119";10;4;1;2;2;TRUE
"30125";10;4;1;2;4;FALSE
"30128";10;4;1;2;5;TRUE
"30131";10;4;1;2;6;FALSE
"30152";10;4;2;2;3;TRUE
"30155";10;4;2;2;1;TRUE
"30158";10;4;2;2;8;TRUE
"30161";10;4;2;2;7;TRUE
"30164";10;4;2;2;5;FALSE
"30167";10;4;2;2;4;FALSE
"30184";10;4;3;2;8;TRUE
"30187";10;4;3;2;1;TRUE
"30190";10;4;3;2;3;TRUE
"30193";10;4;3;2;7;FALSE
"30196";10;4;3;2;5;TRUE
"30199";10;4;3;2;4;TRUE
"30221";10;4;4;2;6;TRUE
"30224";10;4;4;2;8;TRUE
"30227";10;4;4;2;4;TRUE
"30230";10;4;4;2;2;TRUE
"30233";10;4;4;2;3;TRUE
"30236";10;4;4;2;7;FALSE
"30255";10;4;5;2;6;TRUE
"30258";10;4;5;2;8;FALSE
"30261";10;4;5;2;2;FALSE
"30264";10;4;5;2;4;TRUE
